product_id,retailer,raw_name,cleaned_name,brand_raw,canonical_brand,category_raw,category_family_from_raw,product_type,category_family,price,unit_price,promo_text,amount,unit,pack_count,size_value,size_unit,unit_quantity,total_quantity,quantity_type,canonical_unit,package_type,is_organic_raw,is_private_label_raw,is_private_label_detected,attributes_json,confidence_json,overall_confidence,needs_review,missing_required_fields_json,warnings_json,url,scraped_at,estimated_cost
wf_0011,whole_foods,365 Organic Gala Apples 3 lb Bg,365 organic gala apples 3 lb bg,365,365,Produce,produce,apples,produce,7.11,,Prime member deal,3.0,lb,1,3.0,lb,48.0,48.0,weight,oz,bag,True,True,True,"{""organic"": true, ""package_type"": ""bag"", ""produce_form"": ""bagged"", ""unit_basis"": ""package"", ""variety"": ""gala""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0011,2026-05-07T23:15:00,5.45
wf_0012,whole_foods,365 Sparkling Water Lime 8 pack 12 fl oz cans,365 sparkling water lime 8 pack 12 fl oz cans,365,365,Beverages,beverages,sparkling_water,beverages,4.64,,,12.0,fl oz,8,12.0,fl_oz,12.0,96.0,volume,fl_oz,can,False,True,True,"{""caffeine"": ""unknown"", ""carbonated"": true, ""diet_type"": ""regular"", ""flavor"": ""lime"", ""package_type"": ""can""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0012,2026-05-07T22:07:00,2.85
wf_0013,whole_foods,365 Organic Baby Spinach 5 oz Clamshell,365 organic baby spinach 5 oz clamshell,365,365,Produce,produce,spinach,produce,4.99,,,5.0,oz,1,5.0,oz,5.0,5.0,weight,oz,clamshell,True,True,True,"{""organic"": true, ""package_type"": ""clamshell"", ""produce_form"": ""clamshell"", ""unit_basis"": ""package"", ""variety"": ""baby_spinach""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0013,2026-05-07T20:59:00,3.43
wf_0014,whole_foods,Save $1 365 Plain Whole Milk Greek Yogurt 32 oz Tub,save 1 365 plain whole milk greek yogurt 32 oz tub,365,365,Dairy & Eggs,unknown,greek_yogurt,yogurt,5.05,0.1578,Save $1,32.0,oz,1,32.0,oz,32.0,32.0,weight,oz,tub,False,True,True,"{""fat_content"": ""whole"", ""flavor"": ""plain"", ""multi_pack"": false, ""organic"": false, ""package_type"": ""tub"", ""style"": ""greek""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0014,2026-05-07T20:08:00,3.05
wf_0015,whole_foods,365 Unsalted Butter 4 sticks 16 oz,365 unsalted butter 4 sticks 16 oz,365,365,Dairy & Eggs,unknown,butter,butter,5.94,0.0928,Save $1,16.0,oz,4,16.0,oz,16.0,64.0,weight,oz,stick,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""stick""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0015,2026-05-07T19:00:00,3.44
wf_0016,whole_foods,365 Organic Black Beans 15 oz Can,365 organic black beans 15 oz can,365,365,Pantry,pantry,canned_beans,pantry,1.33,,Save $1,15.0,oz,1,15.0,oz,15.0,15.0,weight,oz,can,True,True,True,"{""flavor"": ""unknown"", ""organic"": true, ""package_type"": ""can""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0016,2026-05-07T17:01:00,0.76
wf_0017,whole_foods,365 Spaghetti Pasta 16 oz,365 spaghetti pasta 16 oz,365,365,Pantry,pantry,pasta,pantry,1.75,,,16.0,oz,1,16.0,oz,16.0,16.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0017,2026-05-07T14:11:00,1.24
wf_0018,whole_foods,365 Extra Virgin Olive Oil 17 fl oz,365 extra virgin olive oil 17 fl oz,365,365,Pantry,pantry,olive_oil,pantry,9.32,,Prime member deal,17.0,fl oz,1,17.0,fl_oz,17.0,17.0,volume,fl_oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0018,2026-05-07T10:30:00,6.18
wf_0019,whole_foods,Prime member deal 365 Pure Honey 12 oz Squeeze Bottle,prime member deal 365 pure honey 12 oz squeeze bottle,365,365,Pantry,pantry,honey,pantry,6.14,0.5117,Prime member deal,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,bottle,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""bottle""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0019,2026-05-07T09:22:00,4.29
wf_0020,whole_foods,"Coca-Cola Zero Sugar, 12 x 12 fl oz cans",coca cola zero sugar 12 pack 12 fl oz cans,Coca-Cola,Coca-Cola,Beverages,beverages,soda,beverages,10.53,0.0731,Save $1,12.0,fl oz,12,12.0,fl_oz,12.0,144.0,volume,fl_oz,can,False,False,False,"{""caffeine"": ""caffeinated"", ""carbonated"": true, ""diet_type"": ""zero_sugar"", ""flavor"": ""zero_sugar"", ""package_type"": ""can""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0020,2026-05-07T08:31:00,7.82
wf_0021,whole_foods,"Coca-Cola CIassic, 12 x 12 fI oz cans",coca cola ciassic 12 pack 12 fl oz cans,Coca-Cola,Coca-Cola,Beverages,beverages,soda,beverages,9.54,,,12.0,fl oz,12,12.0,fl_oz,12.0,144.0,volume,fl_oz,can,False,False,False,"{""caffeine"": ""caffeinated"", ""carbonated"": true, ""diet_type"": ""regular"", ""flavor"": ""classic"", ""package_type"": ""can""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0021,2026-05-07T06:32:00,5.78
wf_0022,whole_foods,"LaCroix Sparkling Water, Lime, 8 x 12 fl oz cans",lacroix sparkling water lime 8 pack 12 fl oz cans,LaCroix,LaCroix,Beverages,beverages,sparkling_water,beverages,5.12,,Save $1,12.0,fl oz,8,12.0,fl_oz,12.0,96.0,volume,fl_oz,can,False,False,False,"{""caffeine"": ""unknown"", ""carbonated"": true, ""diet_type"": ""regular"", ""flavor"": ""lime"", ""package_type"": ""can""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0022,2026-05-07T02:00:00,3.97
wf_0023,whole_foods,"LaCroix Sparkling Water, Pamplemousse (Grapefruit), 8 x 12 fl oz cans",lacroix sparkling water pamplemousse grapefruit 8 pack 12 fl oz cans,LaCroix,LaCroix,Beverages,beverages,sparkling_water,beverages,4.95,,Prime member deal,12.0,fl oz,8,12.0,fl_oz,12.0,96.0,volume,fl_oz,can,False,False,False,"{""caffeine"": ""unknown"", ""carbonated"": true, ""diet_type"": ""regular"", ""flavor"": ""grapefruit"", ""package_type"": ""can""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0023,2026-05-07T00:01:00,3.21
wf_0024,whole_foods,Silk Unsweetened Almondmilk 64 fl oz,silk unsweetened almondmilk 64 fl oz,Silk,Silk,Plant-Based,plant_based_milk,almond_milk,plant_based_milk,5.69,,,64.0,fl oz,1,64.0,fl_oz,64.0,64.0,volume,fl_oz,unknown,False,False,False,"{""barista_style"": false, ""base"": ""almond"", ""package_type"": ""unknown"", ""sweetness"": ""unsweetened""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0024,2026-05-06T23:10:00,3.41
wf_0025,whole_foods,0atly Orig1nal Oatmilk 64 fl 0z,oatly original oatmilk 64 fl oz,Oatly,Oatly,Plant-Based,plant_based_milk,oat_milk,plant_based_milk,5.76,0.09,,64.0,fl oz,1,64.0,fl_oz,64.0,64.0,volume,fl_oz,unknown,False,False,False,"{""barista_style"": false, ""base"": ""oat"", ""package_type"": ""unknown"", ""sweetness"": ""original""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0025,2026-05-06T21:11:00,3.97
wf_0026,whole_foods,Oatly Barista Edition Oatmilk 32 fl oz,oatly barista edition oatmilk 32 fl oz,Oatly,Oatly,Plant-Based,plant_based_milk,oat_milk,plant_based_milk,5.95,0.1859,,32.0,fl oz,1,32.0,fl_oz,32.0,32.0,volume,fl_oz,unknown,False,False,False,"{""barista_style"": true, ""base"": ""oat"", ""package_type"": ""unknown"", ""sweetness"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0026,2026-05-06T20:20:00,3.45
wf_0027,whole_foods,Horizn 0rganic Whole Milk 64 fl oz,horizn organic whole milk 64 fl oz,Horizon Organic,Horizon Organic,Dairy & Eggs,unknown,milk,dairy_milk,5.41,,,64.0,fl oz,1,64.0,fl_oz,64.0,64.0,volume,fl_oz,unknown,True,False,False,"{""fat_content"": ""whole"", ""lactose_free"": false, ""organic"": true, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0027,2026-05-06T19:29:00,3.79
wf_0028,whole_foods,"Chobani Greek Yogurt, Blueberry on the Bottom, 5.3 oz",chobani greek yogurt blueberry on the bottom 5.3 oz,Chobani,Chobani,Dairy & Eggs,unknown,greek_yogurt,yogurt,1.6,,Save $1,5.3,oz,1,5.3,oz,5.3,5.3,weight,oz,unknown,False,False,False,"{""fat_content"": ""unknown"", ""flavor"": ""blueberry"", ""multi_pack"": false, ""organic"": false, ""package_type"": ""unknown"", ""style"": ""greek""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0028,2026-05-06T16:39:00,0.93
wf_0029,whole_foods,"Chobani Greek Yogurt, Strawberry on the Bottom, 5.3 oz",chobani greek yogurt strawberry on the bottom 5.3 oz,Chobani,Chobani,Dairy & Eggs,unknown,greek_yogurt,yogurt,1.58,0.2981,Save $1,5.3,oz,1,5.3,oz,5.3,5.3,weight,oz,unknown,False,False,False,"{""fat_content"": ""unknown"", ""flavor"": ""strawberry"", ""multi_pack"": false, ""organic"": false, ""package_type"": ""unknown"", ""style"": ""greek""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0029,2026-05-06T14:40:00,1.17
wf_0030,whole_foods,FAGE Total Plain Whole Milk Greek Yogurt 35.3 oz,fage total plain whole milk greek yogurt 35.3 oz,FAGE,FAGE,Dairy & Eggs,unknown,greek_yogurt,yogurt,7.5,,Save $1,35.3,oz,1,35.3,oz,35.3,35.3,weight,oz,unknown,False,False,False,"{""fat_content"": ""whole"", ""flavor"": ""plain"", ""multi_pack"": false, ""organic"": false, ""package_type"": ""unknown"", ""style"": ""greek""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0030,2026-05-06T13:32:00,5.25
wf_0031,whole_foods,General Mills Cheerios Original 12 oz,general mills cheerios original 12 oz,Cheerios,Cheerios,Breakfast,pantry,cereal,pantry,4.84,0.4033,,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,False,False,"{""flavor"": ""original"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0031,2026-05-06T12:41:00,3.36
wf_0032,whole_foods,Quaker Old Fashioned Oats 42 oz,quaker old fashioned oats 42 oz,Quaker,Quaker,Breakfast,pantry,cereal,pantry,7.86,0.1871,Prime member deal,42.0,oz,1,42.0,oz,42.0,42.0,weight,oz,unknown,False,False,False,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0032,2026-05-06T09:51:00,5.74
wf_0033,whole_foods,Jif Creamy Peanut Butter 16 oz,jif creamy peanut butter 16 oz,Jif,Jif,Pantry,pantry,peanut_butter,pantry,4.23,,,16.0,oz,1,16.0,oz,16.0,16.0,weight,oz,unknown,False,False,False,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0033,2026-05-06T03:03:00,3.1
wf_0034,whole_foods,Barilla Spaghetti Pasta 16 oz,barilla spaghetti pasta 16 oz,Barilla,Barilla,Pantry,pantry,pasta,pantry,2.53,,,16.0,oz,1,16.0,oz,16.0,16.0,weight,oz,unknown,False,False,False,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0034,2026-05-05T23:22:00,1.51
wf_0035,whole_foods,Rao's Homemade Marinara Sauce 24 oz,rao s homemade marinara sauce 24 oz,Rao's,Rao's,Pantry,pantry,unknown,pantry,11.41,0.4754,Prime member deal,24.0,oz,1,24.0,oz,24.0,24.0,weight,oz,unknown,False,False,False,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0035,2026-05-05T22:14:00,8.74
wf_0036,whole_foods,Ben & Jerry's Cherry Garcia Ice Cream 1 Pint,ben and jerry s cherry garcia ice cream 1 pint,Ben & Jerry's,Ben Jerry S,Frozen Foods,frozen,ice_cream,frozen,6.91,0.4319,,16.0,fl oz,1,16.0,fl_oz,16.0,16.0,volume,fl_oz,unknown,False,False,False,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0036,2026-05-05T19:58:00,4.6
wf_0037,whole_foods,Tropicana Pure Premium Orange Juice No Pulp 52 fl oz,tropicana pure premium orange juice no pulp 52 fl oz,Tropicana,Tropicana,Beverages,beverages,orange_juice,beverages,6.23,0.1198,,52.0,fl oz,1,52.0,fl_oz,52.0,52.0,volume,fl_oz,unknown,False,False,False,"{""caffeine"": ""unknown"", ""carbonated"": false, ""diet_type"": ""regular"", ""flavor"": ""orange"", ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0037,2026-05-05T17:59:00,4.83
wf_0038,whole_foods,Starbucks Pike Place Roast Whole Bean Coffee 12 oz,starbucks pike place roast whole bean coffee 12 oz,Starbucks,Starbucks,Beverages,beverages,coffee,beverages,15.82,1.3183,,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,False,False,"{""caffeine"": ""caffeinated"", ""carbonated"": false, ""diet_type"": ""regular"", ""flavor"": ""classic"", ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0038,2026-05-05T15:26:00,9.39
wf_0039,whole_foods,KIND Dark Chocolate Nuts & Sea Salt Bars 6 ct,kind dark chocolate nuts and sea salt bars 6 count,KIND,Kind,Snacks,snacks,unknown,snacks,8.16,0.9714,,1.4,oz,6,1.4,oz,1.4,8.399999999999999,weight,oz,unknown,False,False,False,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0039,2026-05-05T14:18:00,5.16
wf_0040,whole_foods,Organ1c Fuj1 AppIs (each),organic fuj1 appis each,,unknown,Produce,produce,unknown,produce,3.18,3.18,Save $1,1.0,each,1,1.0,count,1.0,1.0,count,count,each,True,False,False,"{""organic"": true, ""package_type"": ""each"", ""produce_form"": ""loose"", ""unit_basis"": ""each"", ""variety"": ""unknown""}","{""attributes"": 1.0, ""brand"": 0.4, ""needs_review"": true, ""overall"": 0.675, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""canonical_brand is unknown"", ""product_type is unknown""]}",0.675,True,"[""product_type""]","[""canonical_brand is unknown"", ""product_type is unknown""]",https://example.com/whole_foods/products/wf_0040,2026-05-05T10:54:00,1.78
