candidate_pair_id,product_id_a,retailer_a,raw_name_a,canonical_brand_a,product_type_a,category_family_a,total_quantity_a,quantity_type_a,package_type_a,is_private_label_a,overall_confidence_a,needs_review_a,product_id_b,retailer_b,raw_name_b,canonical_brand_b,product_type_b,category_family_b,total_quantity_b,quantity_type_b,package_type_b,is_private_label_b,overall_confidence_b,needs_review_b,blocking_reasons_json,shared_tokens_json,shared_token_count,same_product_type,same_category_family,same_brand,both_private_label,same_quantity_type,quantity_ratio,quantity_compatible,candidate_priority
cand_000011,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0027,whole_foods,Horizn 0rganic Whole Milk 64 fl oz,Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.5,False,LOW
cand_000012,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0066,whole_foods,Stonyfield Organic Whole Milk Yogurt 32 oz,Stonyfield,milk,dairy_milk,32.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,False,0.25,False,LOW
cand_000013,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0073,whole_foods,365 Organic Coconut Milk Can 13.5 fl oz,365,milk,dairy_milk,13.5,volume,can,True,0.787,True,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.1055,False,HIGH
cand_000014,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0147,whole_foods,365 Plain Whole Milk Yogurt 32 oz,365,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.25,False,HIGH
cand_000015,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0001,walmart,Great Value Organic Whole Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000016,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0002,walmart,Great Value Whole Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000017,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0003,walmart,Great Value 2% Reduced Fat Milk 0.5 gal,Great Value,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000018,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0036,walmart,"Horizon Organic Whole Milk, 64 fl oz",Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.5,False,LOW
cand_000019,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0037,walmart,Horizon Organic 2% Reduced Fat Milk 1 gal,Horizon Organic,milk,dairy_milk,128.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,1.0,True,HIGH
cand_000020,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0038,walmart,"Fairlife Lactose Free 2% Ultra-Filtered Milk, 52 fl oz",Fairlife,milk,dairy_milk,52.0,volume,unknown,False,0.858,True,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.4062,False,LOW
cand_000021,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0078,walmart,Great Value 2% Reduced Fat Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000022,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0083,walmart,Great Value Whole Milk Mozzarella Shredded 16 oz,Great Value,milk,dairy_milk,16.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.125,False,HIGH
cand_000023,kr_0001,kroger,Simple Truth Organic Whole Milk 1 Gallon,Simple Truth,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0179,walmart,"Great Value Plain Whole Milk Yogurt, 32 oz",Great Value,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.25,False,HIGH
cand_000024,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,tg_0001,target,Good & Gather Organic Whole Milk 1 Gal,Good & Gather,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000025,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,tg_0002,target,"Good & Gather Whole Milk, 1 Gallon",Good & Gather,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000026,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,tg_0041,target,Horizon Organic Whole Milk - 0.5 Gal,Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.5,False,LOW
cand_000027,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,tg_0042,target,Horizon Organic 2% Reduced Fat Milk - 1 Gal,Horizon Organic,milk,dairy_milk,128.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,1.0,True,HIGH
cand_000028,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,tg_0043,target,Fairlife Lactose Free 2% Reduced Fat Ultra Filtered Milk - 52 fl oz,Fairlife,milk,dairy_milk,52.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.4062,False,LOW
cand_000029,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,tg_0088,target,Good & Gather Organic Whole Milk 1/2 Gal,Good & Gather,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000030,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,tg_0180,target,Market Pantry Plain Whole Milk Yogurt - 32 oz,Market Pantry,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.25,False,HIGH
cand_000031,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0001,whole_foods,"365 Organic Whole Milk, 128 fl oz",365,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000032,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0002,whole_foods,365 Whole Milk 1 Gallon,365,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000033,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0003,whole_foods,365 2% Reduced Fat Milk 64 fl oz,365,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000034,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0027,whole_foods,Horizn 0rganic Whole Milk 64 fl oz,Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.5,False,LOW
cand_000035,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0066,whole_foods,Stonyfield Organic Whole Milk Yogurt 32 oz,Stonyfield,milk,dairy_milk,32.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,False,0.25,False,LOW
cand_000036,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0073,whole_foods,365 Organic Coconut Milk Can 13.5 fl oz,365,milk,dairy_milk,13.5,volume,can,True,0.787,True,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.1055,False,HIGH
cand_000037,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wf_0147,whole_foods,365 Plain Whole Milk Yogurt 32 oz,365,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.25,False,HIGH
cand_000038,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0001,walmart,Great Value Organic Whole Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000039,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0002,walmart,Great Value Whole Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000040,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0003,walmart,Great Value 2% Reduced Fat Milk 0.5 gal,Great Value,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000041,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0036,walmart,"Horizon Organic Whole Milk, 64 fl oz",Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.5,False,LOW
cand_000042,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0037,walmart,Horizon Organic 2% Reduced Fat Milk 1 gal,Horizon Organic,milk,dairy_milk,128.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,1.0,True,HIGH
cand_000043,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0038,walmart,"Fairlife Lactose Free 2% Ultra-Filtered Milk, 52 fl oz",Fairlife,milk,dairy_milk,52.0,volume,unknown,False,0.858,True,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.4062,False,LOW
cand_000044,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0078,walmart,Great Value 2% Reduced Fat Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000045,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0083,walmart,Great Value Whole Milk Mozzarella Shredded 16 oz,Great Value,milk,dairy_milk,16.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.125,False,HIGH
cand_000046,kr_0002,kroger,2 for $5 Kroger Whole Milk 1 Gallon,Kroger,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,wm_0179,walmart,"Great Value Plain Whole Milk Yogurt, 32 oz",Great Value,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.25,False,HIGH
cand_000047,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0001,target,Good & Gather Organic Whole Milk 1 Gal,Good & Gather,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000048,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0002,target,"Good & Gather Whole Milk, 1 Gallon",Good & Gather,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000049,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0041,target,Horizon Organic Whole Milk - 0.5 Gal,Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,1.0,True,HIGH
cand_000050,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0042,target,Horizon Organic 2% Reduced Fat Milk - 1 Gal,Horizon Organic,milk,dairy_milk,128.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""fat"", ""milk"", ""reduced""]",3,True,True,False,False,True,0.5,False,MEDIUM
cand_000051,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0043,target,Fairlife Lactose Free 2% Reduced Fat Ultra Filtered Milk - 52 fl oz,Fairlife,milk,dairy_milk,52.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""fat"", ""milk"", ""reduced""]",3,True,True,False,False,True,0.8125,True,HIGH
cand_000052,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0088,target,Good & Gather Organic Whole Milk 1/2 Gal,Good & Gather,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_000053,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0180,target,Market Pantry Plain Whole Milk Yogurt - 32 oz,Market Pantry,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.5,False,HIGH
cand_000054,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0001,whole_foods,"365 Organic Whole Milk, 128 fl oz",365,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000055,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0002,whole_foods,365 Whole Milk 1 Gallon,365,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000056,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0003,whole_foods,365 2% Reduced Fat Milk 64 fl oz,365,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""fat"", ""milk"", ""reduced""]",3,True,True,False,True,True,1.0,True,HIGH
cand_000057,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0027,whole_foods,Horizn 0rganic Whole Milk 64 fl oz,Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,1.0,True,HIGH
cand_000058,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0066,whole_foods,Stonyfield Organic Whole Milk Yogurt 32 oz,Stonyfield,milk,dairy_milk,32.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,False,0.5,False,LOW
cand_000059,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0073,whole_foods,365 Organic Coconut Milk Can 13.5 fl oz,365,milk,dairy_milk,13.5,volume,can,True,0.787,True,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.2109,False,HIGH
cand_000060,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0147,whole_foods,365 Plain Whole Milk Yogurt 32 oz,365,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.5,False,HIGH
cand_000061,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0001,walmart,Great Value Organic Whole Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000062,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0002,walmart,Great Value Whole Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_000063,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0003,walmart,Great Value 2% Reduced Fat Milk 0.5 gal,Great Value,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""fat"", ""milk"", ""reduced""]",3,True,True,False,True,True,1.0,True,HIGH
cand_000064,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0036,walmart,"Horizon Organic Whole Milk, 64 fl oz",Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,1.0,True,HIGH
cand_000065,kr_0003,kroger,Kroger 2% Reduced Fat Milk 1/2 Gallon,Kroger,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0037,walmart,Horizon Organic 2% Reduced Fat Milk 1 gal,Horizon Organic,milk,dairy_milk,128.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""fat"", ""milk"", ""reduced""]",3,True,True,False,False,True,0.5,False,MEDIUM
