product_id,retailer,raw_name,brand,category_raw,price,unit_price,promo_text,amount,unit,pack_count,is_organic,is_private_label,url,scraped_at,estimated_cost
kr_0040,kroger,Oatly Original Oat Milk 64 fl oz,Oatly,Dairy,4.91,0.0767,,64.0,fl oz,1,False,False,https://example.com/kroger/products/kr_0040,2026-05-06T20:54:00,3.47
kr_0041,kroger,Oatly Barista Edition Oat Milk 32 fl oz,Oatly,Dairy,5.58,,,32.0,fl oz,1,False,False,https://example.com/kroger/products/kr_0041,2026-05-06T20:03:00,4.17
kr_0042,kroger,Horizon Organic Whole Milk Half Gallon,Horizon Organic,Dairy,4.79,,Save $1,0.5,gal,1,True,False,https://example.com/kroger/products/kr_0042,2026-05-06T19:12:00,3.61
kr_0043,kroger,Horizon Organic 2% Reduced Fat Milk 1 Gallon,Horizon Organic,Dairy,7.15,,Save $1,1.0,gal,1,True,False,https://example.com/kroger/products/kr_0043,2026-05-06T18:21:00,4.0
kr_0044,kroger,2 for $5 Fairlife Lactose Free 2% Ultra-Filtered Milk 52 fl oz,Fairlife,Dairy,4.09,0.0787,2 for $5,52.0,fl oz,1,False,False,https://example.com/kroger/products/kr_0044,2026-05-06T17:30:00,2.99
kr_0045,kroger,Chobani Blueberry Greek Yogurt 5.3 oz,Chobani,Dairy,1.26,,Save $1.50,5.3,oz,1,False,False,https://example.com/kroger/products/kr_0045,2026-05-06T16:22:00,0.7
kr_0046,kroger,"2 for $5 Chobani Blueberry Greek Yogurt, 4 ct, 5.3 oz Cups",Chobani,Dairy,5.39,,2 for $5,5.3,oz,4,False,False,https://example.com/kroger/products/kr_0046,2026-05-06T15:31:00,3.17
kr_0047,kroger,Chobani Strawberry Greek Yogurt 5.3 oz,Chobani,Dairy,1.24,0.234,,5.3,oz,1,False,False,https://example.com/kroger/products/kr_0047,2026-05-06T14:23:00,0.95
kr_0048,kroger,FAGE Total 5% Plain Greek Yogurt 35.3 oz,FAGE,Dairy,6.89,0.1952,,35.3,oz,1,False,False,https://example.com/kroger/products/kr_0048,2026-05-06T13:15:00,4.99
kr_0049,kroger,Cheeri0s Or1ginal Cereal 12 oz,Cheerios,Breakfast,4.5,0.375,Save $1,12.0,oz,1,False,False,https://example.com/kroger/products/kr_0049,2026-05-06T12:24:00,3.0
kr_0050,kroger,H0ney Nut Cheeri0s Cereal 10.8 oz,Cheerios,Breakfast,4.38,0.4056,,10.8,oz,1,False,False,https://example.com/kroger/products/kr_0050,2026-05-06T11:33:00,3.2
kr_0051,kroger,Kellogg's Frosted Flakes Cereal 13.5 oz,Kellogg's,Breakfast,5.2,0.3852,,13.5,oz,1,False,False,https://example.com/kroger/products/kr_0051,2026-05-06T10:42:00,2.98
kr_0052,kroger,Quaker Old Fashi0ned 0ts 42 oz Cani$ter,Quaker,Breakfast,5.81,0.1383,,42.0,oz,1,False,False,https://example.com/kroger/products/kr_0052,2026-05-06T09:34:00,4.18
kr_0053,kroger,Club price Tostitos Scoops Tortilla Chips 10 oz,Tostitos,Snacks,3.8,,Club price,10.0,oz,1,False,False,https://example.com/kroger/products/kr_0053,2026-05-06T09:00:00,2.8
kr_0054,kroger,Doritos Nacho Cheese Tortilla Chips 9.25 oz,Doritos,Snacks,4.75,0.5135,,9.25,oz,1,False,False,https://example.com/kroger/products/kr_0054,2026-05-06T08:09:00,2.75
kr_0055,kroger,Lay's Classic Potato Chips 8 oz,Lay's,Snacks,4.04,,Save $1,8.0,oz,1,False,False,https://example.com/kroger/products/kr_0055,2026-05-06T07:18:00,3.07
kr_0056,kroger,OREO Orginal C0okies 14.3 oz Family Size,Oreo,Snacks,4.05,0.2832,,14.3,oz,1,False,False,https://example.com/kroger/products/kr_0056,2026-05-06T06:27:00,2.36
kr_0057,kroger,RITZ Original Crackers 13.7 oz,Ritz,Snacks,4.59,,,13.7,oz,1,False,False,https://example.com/kroger/products/kr_0057,2026-05-06T05:36:00,2.69
kr_0058,kroger,Cheez-It Original Baked Snack Crackers 12.4 oz,Cheez-It,Snacks,4.64,,,12.4,oz,1,False,False,https://example.com/kroger/products/kr_0058,2026-05-06T04:45:00,2.98
kr_0059,kroger,Skippy Creamy Peanut Butter 16.3 oz,Skippy,Pantry,2.97,0.1822,Save $1,16.3,oz,1,False,False,https://example.com/kroger/products/kr_0059,2026-05-06T03:54:00,2.18
kr_0060,kroger,Jif Creamy Peanut Butter 16 oz Jar,Jif,Pantry,3.18,,Save $1.50,16.0,oz,1,False,False,https://example.com/kroger/products/kr_0060,2026-05-06T02:46:00,2.17
kr_0061,kroger,Heinz Tomato Ketchup 20 oz,Heinz,Pantry,3.73,,2 for $5,20.0,oz,1,False,False,https://example.com/kroger/products/kr_0061,2026-05-06T01:55:00,2.17
kr_0062,kroger,Hellmann's Real Mayonnaise 30 oz,Hellmann's,Pantry,6.54,,2 for $5,30.0,oz,1,False,False,https://example.com/kroger/products/kr_0062,2026-05-06T01:04:00,4.64
kr_0063,kroger,Kraft Original Macaroni & Cheese Dinner 7.25 oz,Kraft,Pantry,1.36,,Club price,7.25,oz,1,False,False,https://example.com/kroger/products/kr_0063,2026-05-06T00:13:00,0.92
kr_0064,kroger,Barilla Spaghetti 1 lb Box,Barilla,Pantry,1.91,,Digital coupon,1.0,lb,1,False,False,https://example.com/kroger/products/kr_0064,2026-05-05T23:05:00,1.38
kr_0065,kroger,Rao's Homemade Marinara Sauce 24 oz Jar,Rao's,Pantry,8.49,,Club price,24.0,oz,1,False,False,https://example.com/kroger/products/kr_0065,2026-05-05T21:57:00,6.07
kr_0066,kroger,DiGiorno Original Rising Crust Pepperoni Pizza 27.5 oz,DiGiorno,Frozen,6.16,0.224,,27.5,oz,1,False,False,https://example.com/kroger/products/kr_0066,2026-05-05T21:23:00,3.86
kr_0067,kroger,Tombstone Original Pepperoni Frozen Pizza 18.5 oz,Tombstone,Frozen,4.23,0.2286,Club price,18.5,oz,1,False,False,https://example.com/kroger/products/kr_0067,2026-05-05T20:32:00,2.85
kr_0068,kroger,Ben & Jerry's Cherry Garcia Ice Cream 16 fl oz,Ben & Jerry's,Frozen,5.91,0.3694,,16.0,fl oz,1,False,False,https://example.com/kroger/products/kr_0068,2026-05-05T19:41:00,4.23
kr_0069,kroger,Häagen-Dazs Vanilla Ice Cream 14 fl oz,Häagen-Dazs,Frozen,4.75,,,14.0,fl oz,1,False,False,https://example.com/kroger/products/kr_0069,2026-05-05T18:50:00,3.13
kr_0070,kroger,Save $1 Tropicana Pure Premium Orange Juice 52 fl oz,Tropicana,Beverages,4.87,0.0937,Save $1,52.0,fl oz,1,False,False,https://example.com/kroger/products/kr_0070,2026-05-05T17:42:00,2.96
kr_0071,kroger,Save $1.50 Simply Orange PuIp Free Orange Juice 52 fl oz,Simply,Beverages,5.2,0.1,Save $1.50,52.0,fl oz,1,False,False,https://example.com/kroger/products/kr_0071,2026-05-05T16:51:00,4.04
kr_0072,kroger,Folgers Classic Roast Ground Coffee 30.5 oz,Folgers,Coffee & Tea,8.71,,,30.5,oz,1,False,False,https://example.com/kroger/products/kr_0072,2026-05-05T16:00:00,6.21
kr_0073,kroger,Starbucks Pike Place Roast Whole Bean Coffee 12 oz,Starbucks,Coffee & Tea,9.89,,Save $1.50,12.0,oz,1,False,False,https://example.com/kroger/products/kr_0073,2026-05-05T15:09:00,6.97
kr_0074,kroger,"KIND Dark Chocolate Nuts & Sea Salt Bars 6 ct, 1.4 oz",KIND,Snacks,6.54,,2 for $5,1.4,oz,6,False,False,https://example.com/kroger/products/kr_0074,2026-05-05T14:01:00,4.08
kr_0075,kroger,CLIF BAR Chocolate Chip Energy Bars 6 ct,Clif,Snacks,6.94,,Club price,2.4,oz,6,False,False,https://example.com/kroger/products/kr_0075,2026-05-05T13:27:00,4.7
kr_0076,kroger,Driscoll's Strawberries 1 lb Clamshell,Driscoll's,Fresh Produce,5.13,,2 for $5,1.0,lb,1,False,False,https://example.com/kroger/products/kr_0076,2026-05-05T12:36:00,3.82
kr_0077,kroger,Driscoll's Blueberries 6 oz,Driscoll's,Fresh Produce,3.95,0.6583,,6.0,oz,1,False,False,https://example.com/kroger/products/kr_0077,2026-05-05T11:45:00,2.34
kr_0078,kroger,Bulk Organic Fuji Apples per lb,,Fresh Produce,2.27,,Save $1,1.0,lb,1,True,False,https://example.com/kroger/products/kr_0078,2026-05-05T10:37:00,1.39
kr_0079,kroger,Bananas (per lb),,Fresh Produce,0.6,,Club price,1.0,lb,1,False,False,https://example.com/kroger/products/kr_0079,2026-05-05T09:46:00,0.46
kr_0080,kroger,Boneless Skinless Chicken Breast (per lb),,Meat & Seafood,5.97,5.97,,1.0,lb,1,False,False,https://example.com/kroger/products/kr_0080,2026-05-05T08:38:00,3.42
kr_0081,kroger,Ground Beef 80/20 1 lb,,Meat & Seafood,5.33,,,1.0,lb,1,False,False,https://example.com/kroger/products/kr_0081,2026-05-05T07:47:00,3.1
kr_0082,kroger,Atlantic Salmon Fillet (per lb),,Meat & Seafood,12.32,,2 for $5,1.0,lb,1,False,False,https://example.com/kroger/products/kr_0082,2026-05-05T06:39:00,9.04
kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coke,Soft Drinks,8.34,,Save $1.50,12.0,fl oz,8,False,False,https://example.com/kroger/products/kr_0083,2026-05-05T06:05:00,5.61
kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,Dairy,6.54,13.08,,0.5,gal,1,True,True,https://example.com/kroger/products/kr_0084,2026-05-05T05:31:00,3.66
kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll's,Fresh Produce,3.48,0.1933,Digital coupon,18.0,oz,1,False,False,https://example.com/kroger/products/kr_0085,2026-05-05T04:06:00,2.55
kr_0086,kroger,Private Selection Sharp Cheddar Cheese 8 oz,Private Selection,Dairy,4.6,0.575,2 for $5,8.0,oz,1,False,True,https://example.com/kroger/products/kr_0086,2026-05-04T19:19:00,3.21
kr_0087,kroger,Kroger Whole Wheat Pasta Penne 16 oz,Kroger,Pantry,1.33,0.0831,,16.0,oz,1,False,True,https://example.com/kroger/products/kr_0087,2026-05-04T19:02:00,0.98
kr_0088,kroger,Simple Truth Organic Honey 12 oz,Simple Truth,Pantry,5.52,,Club price,12.0,oz,1,True,True,https://example.com/kroger/products/kr_0088,2026-05-04T18:45:00,3.59
kr_0089,kroger,Kroger Pancake Mix Original 32 oz,Kroger,Breakfast,2.06,0.0644,,32.0,oz,1,False,True,https://example.com/kroger/products/kr_0089,2026-05-04T18:28:00,1.42
kr_0090,kroger,Kroger Frozen Mixed Vegetables 12 oz,Kroger,Frozen,1.48,0.1233,Save $1.50,12.0,oz,1,False,True,https://example.com/kroger/products/kr_0090,2026-05-04T18:11:00,1.44
kr_0091,kroger,Kroger Vanilla Ice Cream 48 fl oz,Kroger,Frozen,3.6,0.075,2 for $5,48.0,fl oz,1,False,True,https://example.com/kroger/products/kr_0091,2026-05-04T17:54:00,2.2
kr_0092,kroger,Kroger Hot Dog Buns 8 ct,Kroger,Bakery,1.37,0.1713,Save $1,8.0,ct,1,False,True,https://example.com/kroger/products/kr_0092,2026-05-04T17:37:00,1.06
kr_0093,kroger,Kroger American Cheese Singles 16 ct,Kroger,Dairy,3.27,,Club price,16.0,ct,1,False,True,https://example.com/kroger/products/kr_0093,2026-05-04T17:20:00,1.99
kr_0094,kroger,Tillamook Cheddar Cheese Block 8 oz,Tillamook,Dairy,4.79,0.5988,2 for $5,8.0,oz,1,False,False,https://example.com/kroger/products/kr_0094,2026-05-04T17:03:00,2.65
kr_0095,kroger,Kr0ger Diced Tomates Can 14.5 oz,Kroger,Pantry,1.0,0.069,Digital coupon,14.5,oz,1,False,True,https://example.com/kroger/products/kr_0095,2026-05-04T16:46:00,0.68
kr_0096,kroger,Kroger Beef Hot Dogs 16 oz,Kroger,Meat & Seafood,4.88,,Save $1.50,16.0,oz,1,False,True,https://example.com/kroger/products/kr_0096,2026-05-04T16:29:00,2.76
kr_0097,kroger,Boneless Pork Chops per lb,,Meat & Seafood,3.82,3.82,Digital coupon,1.0,lb,1,False,False,https://example.com/kroger/products/kr_0097,2026-05-04T16:12:00,2.36
kr_0098,kroger,Tilapia Fillet (per lb),,Meat & Seafood,6.74,6.74,Save $1.50,1.0,lb,1,False,False,https://example.com/kroger/products/kr_0098,2026-05-04T15:55:00,4.01
kr_0099,kroger,Kroger Sliced Provolone Cheese 8 oz,Kroger,Dairy,2.99,0.3738,Save $1,8.0,oz,1,False,True,https://example.com/kroger/products/kr_0099,2026-05-04T15:38:00,2.08
kr_0100,kroger,Bulk Russet Potatoes 5 lb Bag,,Fresh Produce,4.43,,,5.0,lb,1,False,False,https://example.com/kroger/products/kr_0100,2026-05-04T15:21:00,3.18
kr_0101,kroger,Yellow Onions 3 lb Bag,,Fresh Produce,3.61,,2 for $5,3.0,lb,1,False,False,https://example.com/kroger/products/kr_0101,2026-05-04T15:04:00,2.22
kr_0102,kroger,Bell Pppers each,,Fresh Produce,1.43,,,1.0,each,1,False,False,https://example.com/kroger/products/kr_0102,2026-05-04T14:47:00,0.98
kr_0103,kroger,Kroger Apple Sauce Cups 6 ct,Kroger,Snacks,2.58,0.1075,,4.0,oz,6,False,True,https://example.com/kroger/products/kr_0103,2026-05-04T14:30:00,1.61
kr_0104,kroger,Kroger Granola Cereal Honey Almond 12 oz,Kroger,Breakfast,3.3,0.275,Save $1,12.0,oz,1,False,True,https://example.com/kroger/products/kr_0104,2026-05-04T14:13:00,2.53
kr_0105,kroger,Annie's Organic Mac & Cheese Shells 6 oz,Annie's,Pantry,2.48,0.4133,,6.0,oz,1,True,False,https://example.com/kroger/products/kr_0105,2026-05-04T13:56:00,1.63
kr_0106,kroger,Club price Yoplait Original Strawberry Yogurt 6 oz,Yoplait,Dairy,0.96,0.16,Club price,6.0,oz,1,False,False,https://example.com/kroger/products/kr_0106,2026-05-04T13:39:00,0.55
kr_0107,kroger,Kroger Frozen Cheese Pizza 16 oz,Kroger,Frozen,3.05,0.1906,Save $1,16.0,oz,1,False,True,https://example.com/kroger/products/kr_0107,2026-05-04T13:22:00,1.91
kr_0108,kroger,Kroger Sliced Sandwich Pickles 16 fl oz,Kroger,Pantry,2.65,0.1656,,16.0,fl oz,1,False,True,https://example.com/kroger/products/kr_0108,2026-05-04T13:05:00,2.52
kr_0109,kroger,Kroger Yellow Mustard 14 oz,Kroger,Pantry,1.32,0.0943,Save $1,14.0,oz,1,False,True,https://example.com/kroger/products/kr_0109,2026-05-04T12:48:00,0.8
kr_0110,kroger,Kroger Frozen Hash Browns 30 oz,Kroger,Frozen,2.9,,Club price,30.0,oz,1,False,True,https://example.com/kroger/products/kr_0110,2026-05-04T12:31:00,1.73
kr_0111,kroger,Kroger Sour Cream 16 oz,Kroger,Dairy,2.47,,Club price,16.0,oz,1,False,True,https://example.com/kroger/products/kr_0111,2026-05-04T12:14:00,1.82
kr_0112,kroger,Kroger Sliced Turkey Lunch Meat 9 oz,Kroger,Meat & Seafood,4.19,,,9.0,oz,1,False,True,https://example.com/kroger/products/kr_0112,2026-05-04T11:57:00,2.39
kr_0113,kroger,Kroger Tortillas Flour 10 ct,Kroger,Bakery,2.1,0.21,Save $1,10.0,ct,1,False,True,https://example.com/kroger/products/kr_0113,2026-05-04T11:40:00,1.43
kr_0114,kroger,Kroger Salsa Medium 16 oz,Kroger,Pantry,2.31,0.1444,Save $1,16.0,oz,1,False,True,https://example.com/kroger/products/kr_0114,2026-05-04T11:23:00,1.75
kr_0115,kroger,Kroger Garlic Bread Loaf 16 oz,Kroger,Bakery,3.55,,Digital coupon,16.0,oz,1,False,True,https://example.com/kroger/products/kr_0115,2026-05-04T11:06:00,2.19
kr_0116,kroger,"Simple Truth All-Purpose Flour, 5 lb",Simple Truth,Pantry,3.61,,Save $1.50,5.0,lb,1,False,True,https://example.com/kroger/products/kr_0116,2026-05-02T01:52:00,2.18
kr_0117,kroger,"Kroger Granulated Sugar, 4 lb",Kroger,Pantry,5.59,1.3975,,4.0,lb,1,False,True,https://example.com/kroger/products/kr_0117,2026-05-02T01:35:00,4.32
kr_0118,kroger,"Kroger Brown Sugar, 16 oz",Kroger,Pantry,3.18,0.1988,,16.0,oz,1,False,True,https://example.com/kroger/products/kr_0118,2026-05-02T01:18:00,2.2
kr_0119,kroger,"Simple Truth Baking Soda, 16 oz",Simple Truth,Pantry,0.96,0.06,Save $1.50,16.0,oz,1,False,True,https://example.com/kroger/products/kr_0119,2026-05-02T01:01:00,0.67
kr_0120,kroger,"Kroger Baking Powder, 8 oz",Kroger,Pantry,3.17,,Club price,8.0,oz,1,False,True,https://example.com/kroger/products/kr_0120,2026-05-02T00:44:00,1.77
kr_0121,kroger,"Kroger Active Dry Yeast, 0.75 oz 3 ct",Kroger,Pantry,3.39,4.52,2 for $5,0.25,oz,3,False,True,https://example.com/kroger/products/kr_0121,2026-05-02T00:27:00,2.08
kr_0122,kroger,"Simple Truth Vanilla Extract, 2 fl oz",Simple Truth,Pantry,4.44,2.22,,2.0,fl oz,1,False,True,https://example.com/kroger/products/kr_0122,2026-05-02T00:10:00,3.23
kr_0123,kroger,"Kroger Ground Cinnamon, 2 oz",Kroger,Pantry,4.04,,,2.0,oz,1,False,True,https://example.com/kroger/products/kr_0123,2026-05-01T23:53:00,2.28
kr_0124,kroger,"Kroger Paprika, 2 oz",Kroger,Pantry,2.32,1.16,Save $1.50,2.0,oz,1,False,True,https://example.com/kroger/products/kr_0124,2026-05-01T23:36:00,1.33
kr_0125,kroger,"Simple Truth Ground Cumin, 2 oz",Simple Truth,Pantry,2.15,1.075,,2.0,oz,1,False,True,https://example.com/kroger/products/kr_0125,2026-05-01T23:19:00,1.2
kr_0126,kroger,"Kroger Italian Seasoning, 0.75 oz",Kroger,Pantry,2.72,3.6267,2 for $5,0.75,oz,1,False,True,https://example.com/kroger/products/kr_0126,2026-05-01T23:02:00,1.5
kr_0127,kroger,"Simple Truth Garlic Powder, 3 oz",Simple Truth,Pantry,3.34,,Save $1,3.0,oz,1,False,True,https://example.com/kroger/products/kr_0127,2026-05-01T22:45:00,2.12
kr_0128,kroger,"Simple Truth Black Pepper Ground, 3 oz",Simple Truth,Pantry,5.68,1.8933,Digital coupon,3.0,oz,1,False,True,https://example.com/kroger/products/kr_0128,2026-05-01T22:28:00,3.8
kr_0129,kroger,"Simple Truth Iodized Salt, 26 oz",Simple Truth,Pantry,1.58,,2 for $5,26.0,oz,1,False,True,https://example.com/kroger/products/kr_0129,2026-05-01T22:11:00,1.07
kr_0130,kroger,"Kroger Sea Salt, 17.6 oz",Kroger,Pantry,3.58,,Save $1,17.6,oz,1,False,True,https://example.com/kroger/products/kr_0130,2026-05-01T21:54:00,2.11
kr_0131,kroger,"Simple Truth Soy Sauce, 10 fl oz",Simple Truth,Pantry,3.69,0.369,2 for $5,10.0,fl oz,1,False,True,https://example.com/kroger/products/kr_0131,2026-05-01T21:37:00,2.3
kr_0132,kroger,"Kroger Apple Cider Vinegar, 16 fl oz",Kroger,Pantry,5.38,,Club price,16.0,fl oz,1,False,True,https://example.com/kroger/products/kr_0132,2026-05-01T21:20:00,3.22
kr_0133,kroger,"Kroger White Vinegar, 32 fl oz",Kroger,Pantry,3.34,,Club price,32.0,fl oz,1,False,True,https://example.com/kroger/products/kr_0133,2026-05-01T21:03:00,2.23
