product_id,retailer,raw_name,brand,category_raw,price,unit_price,promo_text,amount,unit,pack_count,is_organic,is_private_label,url,scraped_at,estimated_cost
wm_0058,walmart,DiGiorno Pepperoni Frozen Pizza Original Rising Crust 27.5 oz,DiGiorno,Frozen Foods,5.65,0.2055,Save $2,27.5,oz,1,False,False,https://example.com/walmart/products/wm_0058,2026-05-05T21:06:00,3.63
wm_0059,walmart,"Tombstone Pepperoni Original Frozen Pizza, 18.5 oz",Tombstone,Frozen Foods,4.28,,,18.5,oz,1,False,False,https://example.com/walmart/products/wm_0059,2026-05-05T20:15:00,2.87
wm_0060,walmart,"Ben & Jerry's Cherry Garcia Ice Cream, 16 fl oz Pint",Ben & Jerry's,Frozen Foods,4.63,0.2894,Save $2,16.0,fl oz,1,False,False,https://example.com/walmart/products/wm_0060,2026-05-05T19:24:00,3.14
wm_0061,walmart,"Haagen-Dazs Vanilla Ice Cream, 14 fl oz",Häagen-Dazs,Frozen Foods,5.35,,,14.0,fl oz,1,False,False,https://example.com/walmart/products/wm_0061,2026-05-05T18:33:00,3.46
wm_0062,walmart,"Tropicana Pure Premium 100% Orange Juice, 52 fl oz",Tropicana,Beverages,4.03,,Rollback,52.0,fl oz,1,False,False,https://example.com/walmart/products/wm_0062,2026-05-05T17:25:00,3.08
wm_0063,walmart,"Simply Orange Pulp Free 100% Orange Juice, 52 fl oz",Simply,Beverages,4.72,,Save $1,52.0,fl oz,1,False,False,https://example.com/walmart/products/wm_0063,2026-05-05T16:34:00,3.28
wm_0064,walmart,"Folgers Classic Roast Ground Coffee, 30.5 oz",Folgers,Beverages,8.98,,,30.5,oz,1,False,False,https://example.com/walmart/products/wm_0064,2026-05-05T15:43:00,5.44
wm_0065,walmart,"Starbucks Pike Place Roast Whole Bean Coffee, 12 oz Bag",Starbucks,Beverages,10.61,,,12.0,oz,1,False,False,https://example.com/walmart/products/wm_0065,2026-05-05T14:52:00,10.76
wm_0066,walmart,"CLIF BAR Chocolate Chip Energy Bars, 6 Pack 2.4 oz",Clif,Snacks,8.19,,Rollback,2.4,oz,6,False,False,https://example.com/walmart/products/wm_0066,2026-05-05T13:10:00,4.82
wm_0067,walmart,"Buy 2 save $1 Driscoll's Strawberries, 1 lb",Driscoll's,Produce,3.94,,Buy 2 save $1,16.0,oz,1,False,False,https://example.com/walmart/products/wm_0067,2026-05-05T12:19:00,2.99
wm_0068,walmart,"Save $2 Driscoll's Blueberries, 6 oz",Driscoll's,Produce,3.84,0.64,Save $2,6.0,oz,1,False,False,https://example.com/walmart/products/wm_0068,2026-05-05T11:28:00,2.44
wm_0069,walmart,"Organic Fuji Apples Loose, per lb",,Produce,2.42,,Buy 2 save $1,1.0,lb,1,True,False,https://example.com/walmart/products/wm_0069,2026-05-05T10:20:00,1.73
wm_0070,walmart,"Save $1 Bananas, per lb",,Produce,0.53,,Save $1,1.0,lb,1,False,False,https://example.com/walmart/products/wm_0070,2026-05-05T09:29:00,0.35
wm_0071,walmart,"Bonele$s Sk1nless Chicken Breast, per Ib",,Meat,6.2,,Save $1,1.0,lb,1,False,False,https://example.com/walmart/products/wm_0071,2026-05-05T08:21:00,3.95
wm_0072,walmart,"80% Lean / 20% Ft Ground Beef, 1 lb",,Meat,5.24,,Save $1,1.0,lb,1,False,False,https://example.com/walmart/products/wm_0072,2026-05-05T07:30:00,3.24
wm_0073,walmart,"Atlantic Salmon Fillet, per lb",,Seafood,12.8,12.8,,1.0,lb,1,False,False,https://example.com/walmart/products/wm_0073,2026-05-05T06:22:00,8.9
wm_0074,walmart,LaCroix Sparkling Water Lime 8-Pack 12 fl oz,LaCroix,Beverages,5.67,,Buy 2 save $1,12.0,fl oz,8,False,False,https://example.com/walmart/products/wm_0074,2026-05-05T05:48:00,3.89
wm_0075,walmart,"Great Value Original Almond Milk, 64 fl oz",Great Value,Dairy & Eggs,3.19,0.0498,Buy 2 save $1,64.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0075,2026-05-05T04:57:00,2.32
wm_0076,walmart,"Chobani Non-Fat Greek Yogurt, Strawberry, 5.3 oz",Chobani,Dairy & Eggs,1.14,0.2151,Rollback,5.3,oz,1,False,False,https://example.com/walmart/products/wm_0076,2026-05-05T04:23:00,0.74
wm_0077,walmart,Great Value Frozen Broccoli Florets 12 oz,Great Value,Frozen Foods,1.19,0.0992,Save $1,12.0,oz,1,False,True,https://example.com/walmart/products/wm_0077,2026-05-04T10:49:00,0.83
wm_0078,walmart,Great Value 2% Reduced Fat Milk 1 gal,Great Value,Dairy & Eggs,3.14,3.14,Save $2,1.0,gal,1,False,True,https://example.com/walmart/products/wm_0078,2026-05-04T10:32:00,2.07
wm_0079,walmart,Marketside Caesar Salad Kit 9.8 oz,Marketside,Produce,3.42,0.349,Save $1,9.8,oz,1,False,True,https://example.com/walmart/products/wm_0079,2026-05-04T10:15:00,3.35
wm_0080,walmart,Great Value Cinnamon Toast Crunch Style Cereal 12 oz,Great Value,Breakfast & Cereal,2.46,0.205,,12.0,oz,1,False,True,https://example.com/walmart/products/wm_0080,2026-05-04T09:58:00,1.65
wm_0081,walmart,Great Value Apple Juice 64 fl oz,Great Value,Beverages,2.09,,Save $2,64.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0081,2026-05-04T09:41:00,1.54
wm_0082,walmart,Great Value Saltine Crackers 16 oz,Great Value,Snacks,1.4,,Buy 2 save $1,16.0,oz,1,False,True,https://example.com/walmart/products/wm_0082,2026-05-04T09:24:00,1.04
wm_0083,walmart,Great Value Whole Milk Mozzarella Shredded 16 oz,Great Value,Dairy & Eggs,3.96,,,16.0,oz,1,False,True,https://example.com/walmart/products/wm_0083,2026-05-04T09:07:00,3.01
wm_0084,walmart,Great Value Salted Butter 1 lb (4 Sticks),Great Value,Dairy & Eggs,3.93,,,1.0,lb,4,False,True,https://example.com/walmart/products/wm_0084,2026-05-04T08:50:00,3.02
wm_0085,walmart,Marketside Rotisserie Chicken each,Marketside,Meat,3.81,3.81,Save $1,1.0,each,1,False,True,https://example.com/walmart/products/wm_0085,2026-05-04T08:33:00,2.11
wm_0086,walmart,Great Value Chicken Broth 32 fl oz,Great Value,Pantry,1.17,,Save $1,32.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0086,2026-05-04T08:16:00,0.87
wm_0087,walmart,Rollback Great Value Frozen Chicken Nuggets 32 oz,Great Value,Meat,6.2,0.1938,Rollback,32.0,oz,1,False,True,https://example.com/walmart/products/wm_0087,2026-05-04T07:59:00,3.93
wm_0088,walmart,Great Value Hamburger Buns 8 ct,Great Value,Bakery,1.45,0.1812,,8.0,ct,1,False,True,https://example.com/walmart/products/wm_0088,2026-05-04T07:42:00,0.9
wm_0089,walmart,Marketside Italian Style Pizza 14 inch,Marketside,Frozen Foods,6.4,0.4571,,14.0,oz,1,False,True,https://example.com/walmart/products/wm_0089,2026-05-04T07:25:00,4.24
wm_0090,walmart,Great Value Frozen French Fries 32 oz,Great Value,Frozen Foods,3.0,,Rollback,32.0,oz,1,False,True,https://example.com/walmart/products/wm_0090,2026-05-04T07:08:00,2.06
wm_0091,walmart,Great Value Whole Almonds 16 oz,Great Value,Snacks,6.5,0.4062,,16.0,oz,1,False,True,https://example.com/walmart/products/wm_0091,2026-05-04T06:51:00,3.58
wm_0092,walmart,Great Value Sliced White Bread 20 oz,Great Value,Bakery,1.27,,Buy 2 save $1,20.0,oz,1,False,True,https://example.com/walmart/products/wm_0092,2026-05-04T06:34:00,1.24
wm_0093,walmart,Great Value Vanilla Ice Cream 48 fl oz,Great Value,Frozen Foods,2.95,,Save $2,48.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0093,2026-05-04T06:17:00,2.29
wm_0094,walmart,Great Value Granulated Sugar 4 lb,Great Value,Pantry,3.51,,,4.0,lb,1,False,True,https://example.com/walmart/products/wm_0094,2026-05-04T06:00:00,2.52
wm_0095,walmart,Great Value Long Grain Brown Rice 5 lb,Great Value,Pantry,4.48,0.896,Rollback,5.0,lb,1,False,True,https://example.com/walmart/products/wm_0095,2026-05-04T05:43:00,2.58
wm_0096,walmart,Great Value Pasta Sauce Marinara 24 oz,Great Value,Pantry,1.67,0.0696,,24.0,oz,1,False,True,https://example.com/walmart/products/wm_0096,2026-05-04T05:26:00,1.08
wm_0097,walmart,Great Value Chunk Light Tuna in Water 5 oz,Great Value,Pantry,0.85,,Save $1,5.0,oz,1,False,True,https://example.com/walmart/products/wm_0097,2026-05-04T05:09:00,0.62
wm_0098,walmart,Great Value Garlic Powder 3.4 oz,Great Value,Pantry,1.53,,,3.4,oz,1,False,True,https://example.com/walmart/products/wm_0098,2026-05-04T04:52:00,0.95
wm_0099,walmart,Great Value Frozen Sweet Corn 12 oz,Great Value,Frozen Foods,1.17,0.0975,,12.0,oz,1,False,True,https://example.com/walmart/products/wm_0099,2026-05-04T04:35:00,0.79
wm_0100,walmart,Great Value Chocolate Chip Cookies 14.4 oz,Great Value,Snacks,2.44,,,14.4,oz,1,False,True,https://example.com/walmart/products/wm_0100,2026-05-04T04:18:00,1.58
wm_0101,walmart,Mountain Dew Soda 2 L,Mountain Dew,Beverages,1.93,0.965,Buy 2 save $1,2.0,liter,1,False,False,https://example.com/walmart/products/wm_0101,2026-05-04T04:01:00,1.37
wm_0102,walmart,Marketside Fresh Strawberries 1 lb,Marketside,Produce,3.71,3.71,Buy 2 save $1,1.0,lb,1,False,True,https://example.com/walmart/products/wm_0102,2026-05-04T03:44:00,2.38
wm_0103,walmart,Great Value Vegetable Oil 48 fl oz,Great Value,Pantry,3.72,0.0775,Save $2,48.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0103,2026-05-04T03:27:00,2.61
wm_0104,walmart,Great Value Lemonade Frozen Concentrate 12 fl oz,Great Value,Beverages,1.02,,Save $2,12.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0104,2026-05-04T03:10:00,0.67
wm_0105,walmart,Equate Vitamin D3 100 ct,Equate,Pantry,4.25,0.0425,,100.0,ct,1,False,True,https://example.com/walmart/products/wm_0105,2026-05-04T02:53:00,2.43
wm_0106,walmart,Great Value Sliced American Cheese 24 ct,Great Value,Dairy & Eggs,3.83,0.1596,Save $2,24.0,ct,1,False,True,https://example.com/walmart/products/wm_0106,2026-05-04T02:36:00,3.69
wm_0107,walmart,"Great Value All-Purpose Flour, 5 lb",Great Value,Pantry,5.17,,,5.0,lb,1,False,True,https://example.com/walmart/products/wm_0107,2026-04-30T21:32:00,2.88
wm_0108,walmart,"Great Value Granulated Sugar, 4 lb",Great Value,Pantry,6.83,1.7075,Buy 2 save $1,4.0,lb,1,False,True,https://example.com/walmart/products/wm_0108,2026-04-30T21:15:00,4.58
wm_0109,walmart,"Great Value Brown Sugar, 16 oz",Great Value,Pantry,2.89,0.1806,,16.0,oz,1,False,True,https://example.com/walmart/products/wm_0109,2026-04-30T20:58:00,2.03
wm_0110,walmart,"Great Value Baking Soda, 16 oz",Great Value,Pantry,1.3,0.0813,Save $2,16.0,oz,1,False,True,https://example.com/walmart/products/wm_0110,2026-04-30T20:41:00,0.86
wm_0111,walmart,"Great Value Baking Powder, 8 oz",Great Value,Pantry,3.14,0.3925,Rollback,8.0,oz,1,False,True,https://example.com/walmart/products/wm_0111,2026-04-30T20:24:00,3.18
wm_0112,walmart,"Great Value Active Dry Yeast, 0.75 oz 3 ct",Great Value,Pantry,4.17,,Save $2,0.25,oz,3,False,True,https://example.com/walmart/products/wm_0112,2026-04-30T20:07:00,2.57
wm_0113,walmart,"Great Value Vanilla Extract, 2 fl oz",Great Value,Pantry,4.38,,,2.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0113,2026-04-30T19:50:00,3.03
wm_0114,walmart,"Great Value Ground Cinnamon, 2 oz",Great Value,Pantry,4.33,,,2.0,oz,1,False,True,https://example.com/walmart/products/wm_0114,2026-04-30T19:33:00,3.04
wm_0115,walmart,"Great Value Paprika, 2 oz",Great Value,Pantry,2.88,1.44,Rollback,2.0,oz,1,False,True,https://example.com/walmart/products/wm_0115,2026-04-30T19:16:00,2.93
wm_0116,walmart,"Great Value Ground Cumin, 2 oz",Great Value,Pantry,3.89,1.945,,2.0,oz,1,False,True,https://example.com/walmart/products/wm_0116,2026-04-30T18:59:00,2.73
wm_0117,walmart,"Great Value Italian Seasoning, 0.75 oz",Great Value,Pantry,1.62,,Buy 2 save $1,0.75,oz,1,False,True,https://example.com/walmart/products/wm_0117,2026-04-30T18:42:00,1.06
wm_0118,walmart,"Great Value Garlic Powder, 3 oz",Great Value,Pantry,2.38,,Buy 2 save $1,3.0,oz,1,False,True,https://example.com/walmart/products/wm_0118,2026-04-30T18:25:00,1.45
wm_0119,walmart,"Great Value Black Pepper Ground, 3 oz",Great Value,Pantry,2.66,,Save $1,3.0,oz,1,False,True,https://example.com/walmart/products/wm_0119,2026-04-30T18:08:00,1.79
wm_0120,walmart,"Great Value Iodized Salt, 26 oz",Great Value,Pantry,1.65,0.0635,Save $1,26.0,oz,1,False,True,https://example.com/walmart/products/wm_0120,2026-04-30T17:51:00,1.0
wm_0121,walmart,"Great Value Sea Salt, 17.6 oz",Great Value,Pantry,2.93,0.1665,Buy 2 save $1,17.6,oz,1,False,True,https://example.com/walmart/products/wm_0121,2026-04-30T17:34:00,2.08
wm_0122,walmart,"Great Value Soy Sauce, 10 fl oz",Great Value,Pantry,2.87,0.287,,10.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0122,2026-04-30T17:17:00,1.65
wm_0123,walmart,"Great Value Apple Cider Vinegar, 16 fl oz",Great Value,Pantry,2.83,0.1769,Buy 2 save $1,16.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0123,2026-04-30T17:00:00,1.98
wm_0124,walmart,"Great Value White Vinegar, 32 fl oz",Great Value,Pantry,4.26,0.1331,Buy 2 save $1,32.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0124,2026-04-30T16:43:00,2.98
wm_0125,walmart,"Buy 2 save $1 Great Value Yellow Mustard, 8 oz",Great Value,Pantry,1.89,0.2362,Buy 2 save $1,8.0,oz,1,False,True,https://example.com/walmart/products/wm_0125,2026-04-30T16:26:00,1.37
wm_0126,walmart,"Great Value Dijon Mustard, 8 oz",Great Value,Pantry,2.04,0.255,,8.0,oz,1,False,True,https://example.com/walmart/products/wm_0126,2026-04-30T16:09:00,1.24
wm_0127,walmart,"Great Value BBQ Sauce Original, 18 oz",Great Value,Pantry,2.39,,,18.0,oz,1,False,True,https://example.com/walmart/products/wm_0127,2026-04-30T15:52:00,1.58
wm_0128,walmart,"Great Value Hot Sauce, 5 fl oz",Great Value,Pantry,4.05,0.81,Save $1,5.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0128,2026-04-30T15:35:00,2.76
wm_0129,walmart,"Great Value Sriracha, 17 fl oz",Great Value,Pantry,6.09,,,17.0,fl oz,1,False,True,https://example.com/walmart/products/wm_0129,2026-04-30T15:18:00,4.28
wm_0130,walmart,"Great Value Strawberry Jam, 12 oz",Great Value,Pantry,2.58,,Rollback,12.0,oz,1,False,True,https://example.com/walmart/products/wm_0130,2026-04-30T15:01:00,1.68
wm_0131,walmart,"Great Value Grape Jelly, 18 oz",Great Value,Pantry,3.54,,,18.0,oz,1,False,True,https://example.com/walmart/products/wm_0131,2026-04-30T14:44:00,2.38
